Pair,Date,M1_Additions,M2_Additions,M1_deletions,M2_deletions,Member_1,Member_2,Total
88,2020-05-08,23.0,48.0,11.0,11.0,34.0,59.0,93.0
88,2020-05-11,22.0,20.0,5.0,5.0,27.0,25.0,52.0
88,2020-05-17,24.0,61.0,14.0,14.0,38.0,75.0,113.0
89,2020-05-17,0.0,51.0,0.0,0.0,0.0,51.0,51.0
89,2020-05-14,63.0,12.0,22.0,22.0,85.0,34.0,119.0
89,2020-05-07,24.0,28.0,13.0,13.0,37.0,41.0,78.0
89,2020-05-06,14.0,0.0,8.0,8.0,22.0,8.0,30.0
89,2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2020-05-05,10.0,15.0,9.0,9.0,19.0,24.0,43.0
90,2020-05-07,0.0,53.0,0.0,0.0,0.0,53.0,53.0
